linea_id,pedido_id,producto_id,talla,cantidad,precio_unitario,descuento_pct
916361,506523,1015,M,1,"33,85 €",20%
916362,506523,1204,M,1,"12,35 €",0.2
916363,506523,1315,Talla S,1,"32,56 €",0
916364,506523,1279,XL,1,"28,28 €",20%
916365,506523,1363,Talla XL,1,"31,93 €",0.3
916366,506523,1121,40,1,"72,81 €",20
916367,506523,1336,L,1,"80,41 €",0.3
916368,506524,1276,Talla S,1,"24,73 €",0.2
916369,506524,1119,39,1,"55,00 €",20%
916370,506524,1236,s,1,"32,57 €",50
916371,506525,1035,XL,1,"57,32 €",0.2
916372,506525,1083,L,1,"54,14 €",0.1
916373,506525,1393,l,2,"13,58 €",0.1
916374,506526,1363,m,1,"31,93 €",0
916375,506526,1383,L,1,"20,95 €",30
916376,506526,1077,XL,1,"57,81 €",30
916377,506526,1025,l,1,"59,54 €",0.3
916378,506527,1221,M,1,"28,31 €",20%
916379,506527,1366,S,1,"26,15 €",30
916380,506527,1185,XL,2,"21,81 €",10%
916381,506528,1257,XL,1,"41,13 €",0.2
916382,506529,1042,M,1,"49,99 €",0.4
916383,506530,1042,M,1,"49,99 €",40
916384,506530,1374,Talla XS,1,"12,90 €",20%
916385,506531,1305,L,1,"32,92 €",10
916386,506532,1351,L,1,"26,88 €",20
916387,506533,1077,l,1,"57,81 €",0.3
916388,506533,1090,s,1,"34,56 €",10%
916389,506534,1182,S,1,"16,74 €",0.3
916390,506534,1305,L,1,"32,92 €",0.2
916391,506534,1298,M,1,"30,07 €",40
916392,506535,1093,40,1,"68,61 €",0.2
916393,506535,1271,S,1,"39,71 €",0%
916394,506535,1357,m,1,"16,44 €",0.2
916395,506535,1040,XL,1,"49,21 €",20%
916396,506536,1072,M,1,"46,42 €",20
916397,506537,1362,S,1,"26,07 €",0.3
916398,506537,1285,Talla S,1,"39,82 €",0.2
916399,506537,1336,Talla S,1,"80,41 €",30
916400,506538,1181,M,1,"24,51 €",0.2
916401,506539,1334,S,1,"41,41 €",40
916402,506539,1148,42,1,"36,02 €",10
916403,506540,1061,L,1,"46,35 €",20
916404,506541,1275,XL,1,"24,89 €",0.0
916405,506541,1288,Talla M,1,"30,24 €",20%
916406,506541,1384,Talla M,1,"25,64 €",0.4
916407,506542,1336,S,1,"80,41 €",20%
916408,506542,1357,Talla L,1,"16,44 €",0.1
916409,506543,1118,39,1,"79,30 €",10%
916410,506543,1177,XL,1,"20,83 €",20%
916411,506544,1228,m,1,"37,14 €",0.3
916412,506544,1014,S,1,"48,60 €",20
916413,506545,1204,XS,1,"12,35 €",30%
916414,506545,1184,l,2,"14,15 €",10%
916415,506546,1042,XL,1,"49,99 €",40%
916416,506547,1042,L,1,"49,99 €",0.4
916417,506548,1219,S,1,"17,73 €",40%
916418,506548,1334,M,1,"41,41 €",10%
916419,506548,1374,S,3,"12,90 €",20%
916420,506548,1364,XL,1,"11,29 €",0.2
916421,506549,1015,Talla M,1,"33,85 €",0.1
916422,506550,1066,l,3,"34,07 €",0.1
916423,506550,1197,m,2,"14,87 €",0.2
916424,506551,1125,40,1,"51,19 €",30
916425,506551,1140,Talla 41,1,"39,31 €",20%
916426,506551,1353,Talla M,1,"13,83 €",0.4
916427,506551,1038,S,1,"27,52 €",30
916428,506551,1097,36,1,"45,52 €",0.2
916429,506552,1099,39,1,"79,99 €",0.0
916430,506552,1229,L,1,"38,72 €",0.0
916431,506553,1129,37,2,"73,51 €",0.0
916432,506553,1358,S,1,"26,83 €",40%
916433,506553,1368,S,2,"20,18 €",30%
916434,506553,1173,L,1,"22,99 €",30%
916435,506554,1311,S,1,"30,25 €",0.3
916436,506554,1318,XS,1,"40,14 €",40%
916437,506555,1367,XS,1,"13,47 €",0.0
916438,506555,1061,Talla M,1,"46,35 €",0%
916439,506555,1016,XL,1,"58,66 €",0%
916440,506556,1041,m,1,"57,12 €",30%
916441,506556,1327,xs,1,"77,26 €",30%
916442,506557,1092,41,1,"69,97 €",0.0
916443,506558,1239,l,2,"31,88 €",0.2
916444,506558,1282,S,1,"36,05 €",0%
916445,506558,1094,38,1,"61,63 €",0.0
916446,506559,1053,xl,1,"38,51 €",0.3
916447,506560,1042,Talla S,1,"49,99 €",0.4
916448,506560,1299,Talla L,1,"43,49 €",20%
916449,506560,1362,Talla M,1,"26,07 €",10
916450,506561,1062,M,1,"43,22 €",0.1
916451,506561,1197,XS,1,"14,87 €",0.4
916452,506562,1168,L,2,"19,82 €",0%
916453,506563,1148,Talla 41,1,"36,02 €",10%
916454,506563,1225,M,1,"39,08 €",50%
916455,506563,1315,m,2,"32,56 €",30
916456,506563,1374,S,1,"12,90 €",20%
916457,506564,1295,M,1,"36,18 €",0.0
916458,506565,1042,M,1,"49,99 €",40%
916459,506566,1053,Talla XL,1,"38,51 €",10
916460,506566,1285,S,1,"39,82 €",0.2
916461,506567,1322,S,1,"33,07 €",0.1
916462,506567,1284,M,1,"20,70 €",0.2
916463,506567,1204,Talla L,1,"12,35 €",0
916464,506567,1371,S,1,"33,17 €",10%
916465,506568,1070,XS,1,"27,27 €",30%
916466,506569,1229,M,1,"38,72 €",20%
916467,506569,1317,XS,3,"27,13 €",40%
916468,506569,1194,Talla S,1,"22,75 €",0.1
916469,506570,1292,S,1,"32,80 €",40%
916470,506570,1317,M,1,"27,13 €",20
916471,506571,1204,XS,1,"12,35 €",0.1
916472,506571,1211,s,1,"12,54 €",0.1
916473,506572,1204,M,1,"12,35 €",0.0
916474,506573,1197,L,1,"14,87 €",20
916475,506573,1127,37,1,"79,76 €",0
916476,506573,1106,42,1,"73,33 €",20%
916477,506573,1363,s,1,"31,93 €",20%
916478,506574,1180,S,1,"17,79 €",0.4
916479,506574,1322,XL,1,"33,07 €",0.5
916480,506574,1285,m,1,"39,82 €",0.1
916481,506575,1081,XL,1,"55,86 €",0.2
916482,506575,1205,m,1,"13,61 €",0.1
916483,506575,1370,M,1,"32,70 €",0.0
916484,506575,1229,S,1,"38,72 €",20%
916485,506576,1320,L,1,"35,05 €",0%
916486,506576,1075,S,2,"43,55 €",20%
916487,506576,1178,Talla XS,1,"22,32 €",0%
916488,506576,1293,L,1,"37,48 €",0
916489,506576,1288,M,1,"30,24 €",0
916490,506577,1310,XL,2,"40,69 €",0.0
916491,506577,1030,XS,1,"46,38 €",0
916492,506577,1336,M,1,"80,41 €",0%
916493,506578,1053,XS,1,"38,51 €",0.2
916494,506578,1234,M,1,"26,50 €",0.3
916495,506578,1267,Talla S,1,"36,41 €",50%
916496,506578,1346,M,1,"45,31 €",10%
916497,506579,1042,XL,1,"49,99 €",40
916498,506579,1234,S,1,"26,50 €",20%
916499,506579,1230,S,1,"25,06 €",0.1
916500,506580,1383,M,2,"20,95 €",30
916501,506581,1362,L,1,"26,07 €",0
916502,506582,1204,M,1,"12,35 €",40
916503,506582,1214,Talla XL,1,"17,10 €",50
916504,506583,1027,l,1,"34,91 €",40%
916505,506583,1027,S,1,"34,91 €",20%
916506,506584,1042,M,1,"49,99 €",40%
916507,506585,1303,M,1,"34,22 €",0%
916508,506585,1361,M,3,"14,66 €",0
916509,506586,1258,Talla M,1,"35,14 €",0.0
916510,506587,1295,L,1,"36,18 €",20%
916511,506587,1351,S,1,"26,88 €",40%
916512,506587,1032,XL,1,"29,90 €",40%
916513,506587,1057,Talla M,2,"28,72 €",0%
916514,506588,1337,M,2,"63,78 €",0
916515,506589,1068,S,1,"49,68 €",50%
916516,506589,1365,L,1,"27,56 €",20
916517,506590,1166,M,1,"15,50 €",0.2
916518,506590,1378,Talla XS,1,"21,35 €",10%
916519,506591,1284,XS,2,"20,70 €",20%
916520,506591,1252,L,1,"33,85 €",10
916521,506591,1069,S,1,"29,38 €",0.4
916522,506591,1114,37,2,"41,35 €",0.1
916523,506592,1351,S,2,"26,88 €",0%
916524,506592,1315,S,1,"32,56 €",40%
916525,506593,1285,XS,3,"39,82 €",0.3
916526,506593,1040,m,1,"49,21 €",20
916527,506593,1392,Talla L,1,"12,73 €",0
916528,506593,1319,L,1,"30,13 €",0.1
916529,506594,1044,M,1,"36,91 €",0%
916530,506594,1394,Talla M,1,"26,56 €",0%
916531,506594,1180,M,1,"17,79 €",0%
916532,506594,1023,m,3,"31,99 €",0%
916533,506595,1064,XL,1,"33,05 €",0.2
916534,506595,1128,Talla 40,1,"71,15 €",0.3
916535,506595,1134,42,1,"31,21 €",0
916536,506596,1281,m,1,"34,30 €",0.2
916537,506597,1293,L,2,"37,48 €",10%
916538,506597,1118,36,2,"79,30 €",0
916539,506598,1305,M,1,"32,92 €",0.2
916540,506599,1073,XS,1,"26,22 €",20%
916541,506599,1296,XL,2,"41,51 €",0
916542,506599,1283,M,1,"24,64 €",0.4
916543,506599,1381,Talla XL,1,"34,45 €",20%
916544,506599,1202,Talla L,3,"20,61 €",30
916545,506600,1398,XS,1,"25,22 €",40%
916546,506601,1252,l,1,"33,85 €",0.3
916547,506601,1282,XL,1,"36,05 €",0.2
916548,506601,1391,Talla M,1,"13,83 €",20
916549,506601,1203,M,1,"19,01 €",20%
916550,506602,1019,XL,1,"38,48 €",10%
916551,506602,1233,XS,1,"30,63 €",0.5
916552,506602,1362,L,1,"26,07 €",30%
916553,506602,1315,M,1,"32,56 €",20
916554,506603,1367,M,1,"13,47 €",0%
916555,506604,1080,s,1,"34,78 €",20%
916556,506604,1204,M,1,"12,35 €",20
916557,506604,1314,L,1,"42,15 €",0.5
916558,506605,1022,L,1,"36,94 €",0.2
916559,506605,1135,40,1,"71,49 €",0.1
916560,506605,1334,Talla L,1,"41,41 €",0.1
916561,506605,1383,l,1,"20,95 €",10%
916562,506606,1237,M,1,"35,53 €",30%
916563,506606,1158,40,1,"44,36 €",10%
916564,506606,1049,xl,1,"47,10 €",40
916565,506607,1042,XL,3,"49,99 €",0.4
916566,506607,1144,37,1,"75,61 €",20
916567,506607,1183,L,1,"22,12 €",0.3
916568,506608,1069,M,1,"29,38 €",10
916569,506608,1203,m,1,"19,01 €",0.0
916570,506608,1121,39,2,"72,81 €",10
916571,506609,1381,M,1,"34,45 €",0.1
916572,506609,1278,S,1,"29,80 €",0.5
916573,506609,1356,xs,1,"31,86 €",0.2
916574,506610,1042,L,1,"49,99 €",40%
916575,506611,1204,XS,1,"12,35 €",0.1
916576,506611,1027,M,1,"34,91 €",40%
916577,506611,1168,XS,1,"19,82 €",0.3
916578,506611,1305,L,1,"32,92 €",20%
916579,506611,1179,M,1,"24,02 €",30%
916580,506612,1039,L,2,"53,52 €",0.1
916581,506612,1055,S,1,"33,15 €",0.1
916582,506613,1211,M,1,"12,54 €",0.1
916583,506614,1211,Talla XS,1,"12,54 €",0.3
916584,506615,1013,Talla M,1,"31,03 €",20%
916585,506615,1315,XS,1,"32,56 €",0
916586,506616,1103,41,1,"62,95 €",0.0
916587,506617,1115,39,2,"64,90 €",20%
916588,506617,1117,42,1,"49,56 €",0.1
916589,506617,1305,Talla M,1,"32,92 €",10
916590,506617,1346,M,1,"45,31 €",30%
916591,506617,1204,m,1,"12,35 €",0.1
916592,506617,1199,M,1,"21,22 €",0.3
916593,506618,1261,M,1,"33,18 €",10%
916594,506619,1106,40,1,"73,33 €",0.3
916595,506620,1203,Talla L,1,"19,01 €",0%
916596,506620,1101,39,1,"57,43 €",0.4
916597,506620,1356,xs,1,"31,86 €",0.1
916598,506620,1213,m,2,"12,89 €",20%
916599,506621,1042,M,1,"49,99 €",0.4
916600,506621,1362,M,2,"26,07 €",0.1
916601,506621,1284,S,1,"20,70 €",40%
916602,506622,1283,Talla XS,1,"24,64 €",0.0
916603,506622,1060,s,3,"48,04 €",20%
916604,506622,1167,XS,1,"18,87 €",20%
916605,506622,1166,s,1,"15,50 €",0.2
916606,506623,1284,XL,1,"20,70 €",20%
916607,506623,1029,M,2,"31,92 €",0.0
916608,506624,1074,XS,1,"27,23 €",0
916609,506624,1292,M,2,"32,80 €",0.0
916610,506625,1042,XL,1,"49,99 €",40%
916611,506625,1328,Talla S,1,"51,49 €",20
916612,506625,1085,Talla XL,1,"41,61 €",20
916613,506625,1048,Talla L,1,"36,45 €",0.5
916614,506626,1123,41,1,"77,67 €",0.4
916615,506627,1095,Talla 40,1,"41,57 €",0.1
916616,506627,1068,s,1,"49,68 €",10%
916617,506628,1141,38,3,"47,53 €",10%
916618,506629,1200,M,1,"21,79 €",0%
916619,506630,1116,38,1,"50,71 €",20%
916620,506631,1136,36,2,"73,76 €",0.2
916621,506632,1374,XL,1,"12,90 €",20%
916622,506632,1362,Talla L,1,"26,07 €",40
916623,506632,1187,XL,1,"17,31 €",20
916624,506632,1116,39,1,"50,71 €",0.1
916625,506632,1368,L,1,"20,18 €",20
916626,506633,1042,L,1,"49,99 €",40%
916627,506633,1047,Talla S,1,"27,30 €",10
916628,506634,1344,L,1,"48,33 €",0.5
916629,506634,1205,S,1,"13,61 €",0.2
916630,506635,1290,M,1,"23,54 €",0%
916631,506635,1036,XL,1,"51,15 €",0.0
916632,506636,1357,M,2,"16,44 €",0.2
916633,506636,1295,L,1,"36,18 €",0.4
916634,506636,1105,40,1,"77,31 €",20%
916635,506637,1042,L,1,"49,99 €",40%
916636,506637,1320,S,1,"35,05 €",20%
916637,506638,1272,m,1,"29,98 €",20
916638,506638,1124,Talla 37,1,"77,92 €",30%
916639,506638,1204,M,1,"12,35 €",0.3
916640,506639,1042,M,1,"49,99 €",0.4
916641,506640,1050,S,1,"52,78 €",20%
916642,506641,1350,M,1,"57,49 €",20
916643,506641,1128,41,1,"71,15 €",0
916644,506641,1392,L,1,"12,73 €",0
916645,506642,1309,Talla S,2,"29,96 €",20%
916646,506642,1175,S,1,"17,99 €",50%
916647,506643,1092,37,1,"69,97 €",20%
916648,506644,1042,Talla M,1,"49,99 €",40
916649,506644,1385,M,1,"28,77 €",0.0
916650,506644,1013,xs,1,"31,03 €",40
916651,506644,1065,L,1,"49,52 €",30
916652,506644,1229,XL,1,"38,72 €",20%
916653,506644,1369,XL,1,"15,16 €",0.2
916654,506644,1343,L,3,"81,92 €",40%
916655,506645,1042,L,1,"49,99 €",0.4
916656,506645,1298,Talla S,1,"30,07 €",10
916657,506645,1304,XS,1,"44,49 €",10%
916658,506645,1184,L,1,"14,15 €",10%
916659,506645,1111,36,1,"59,92 €",0%
916660,506645,1041,M,1,"57,12 €",20%
916661,506645,1374,xl,1,"12,90 €",50
916662,506646,1136,41,1,"73,76 €",0.3
916663,506646,1120,37,1,"65,76 €",0%
916664,506646,1381,M,1,"34,45 €",20
916665,506647,1305,L,1,"32,92 €",40%
916666,506647,1211,Talla XL,1,"12,54 €",0.1
916667,506647,1229,L,1,"38,72 €",10
916668,506648,1042,L,1,"49,99 €",40%
916669,506649,1042,M,1,"49,99 €",40%
916670,506649,1236,L,1,"32,57 €",10
916671,506649,1136,Talla 41,2,"73,76 €",0.4
916672,506650,1149,39,1,"75,51 €",20
916673,506650,1123,Talla 41,1,"77,67 €",0%
916674,506650,1206,S,1,"15,68 €",0
916675,506650,1199,S,3,"21,22 €",30
916676,506650,1322,M,1,"33,07 €",30
916677,506650,1357,L,1,"16,44 €",10%
916678,506650,1166,Talla M,1,"15,50 €",0.3
916679,506650,1204,S,1,"12,35 €",20
916680,506651,1324,M,1,"40,15 €",0.1
916681,506651,1086,Talla XS,1,"33,74 €",40
916682,506652,1028,XS,1,"48,82 €",0.3
916683,506653,1321,xl,1,"37,98 €",0.0
916684,506653,1295,XS,1,"36,18 €",20%
916685,506654,1042,M,1,"49,99 €",40%
916686,506654,1353,Talla M,1,"13,83 €",20
916687,506655,1087,L,1,"49,59 €",0.3
916688,506655,1193,XL,1,"20,23 €",30%
916689,506655,1388,Talla M,1,"15,95 €",0.1
916690,506656,1042,L,-1,"49,99 €",40
916691,506656,1189,XS,1,"16,40 €",0.4
916692,506656,1392,S,1,"12,73 €",30
916693,506657,1197,L,2,"14,87 €",20%
916694,506657,1253,Talla XS,2,"42,45 €",40%
916695,506658,1254,XS,1,"42,10 €",30
916696,506658,1241,L,1,"36,57 €",10%
916697,506659,1042,M,1,"49,99 €",0.4
916698,506660,1146,41,1,"34,21 €",0
916699,506660,1235,L,2,"34,51 €",0.0
916700,506660,1269,s,1,"20,24 €",0%
916701,506660,1041,M,1,"57,12 €",0
916702,506661,1362,s,1,"26,07 €",20%
916703,506661,1170,XS,2,"12,32 €",0
916704,506662,1107,Talla 38,1,"55,33 €",30
916705,506662,1276,S,1,"24,73 €",0.3
916706,506662,1125,40,1,"51,19 €",0.1
916707,506662,1304,XS,1,"44,49 €",10
916708,506662,1080,L,1,"34,78 €",30
916709,506662,1088,L,1,"36,00 €",0.4
916710,506663,1273,Talla XL,1,"32,69 €",0.3
916711,506663,1218,XL,1,"23,13 €",30%
916712,506663,1070,L,1,"27,27 €",10%
916713,506664,1255,M,1,"31,35 €",30%
916714,506665,1253,s,1,"42,45 €",0.4
916715,506665,1345,S,1,"85,68 €",0%
916716,506666,1338,L,1,"61,23 €",0.0
916717,506667,1368,XL,1,"20,18 €",0.3
916718,506668,1276,S,1,"24,73 €",10%
916719,506668,1292,M,1,"32,80 €",0.2
916720,506668,1293,M,2,"37,48 €",0.3
916721,506669,1113,39,1,"38,95 €",0.4
916722,506669,1348,S,1,"54,42 €",0
916723,506670,1042,L,1,"49,99 €",0.4
916724,506670,1023,M,1,"31,99 €",50%
916725,506670,1250,M,1,"31,36 €",0.1
916726,506671,1332,Talla S,1,"87,31 €",0.1
916727,506671,1125,37,1,"51,19 €",0%
916728,506672,1183,S,1,"22,12 €",20%
916729,506672,1395,L,1,"20,05 €",40%
916730,506672,1386,XS,1,"32,98 €",30%
916731,506672,1146,41,2,"34,21 €",40%
916732,506673,1183,M,1,"22,12 €",0.0
916733,506674,1152,42,1,"48,30 €",0.4
916734,506674,1031,M,2,"33,85 €",20
916735,506675,1197,XS,1,"14,87 €",20
916736,506676,1168,XS,1,"19,82 €",0.1
916737,506676,1288,XL,1,"30,24 €",0.3
916738,506677,1061,M,1,"46,35 €",0.5
916739,506677,1193,s,1,"20,23 €",10
916740,506677,1190,M,1,"19,61 €",30%
916741,506678,1175,XS,1,"17,99 €",10
916742,506678,1009,S,1,"25,67 €",40%
916743,506678,1125,36,1,"51,19 €",0
916744,506678,1383,L,1,"20,95 €",20
916745,506678,1095,36,3,"41,57 €",0.2
916746,506678,1351,XL,3,"26,88 €",20%
916747,506679,1216,S,1,"17,83 €",30
916748,506680,1036,XL,2,"51,15 €",50%
916749,506680,1205,M,1,"13,61 €",0.4
916750,506680,1332,L,1,"87,31 €",0.2
916751,506681,1195,s,1,"18,13 €",0.0
916752,506681,1132,41,1,"72,05 €",0%
916753,506681,1010,m,1,"32,90 €",0.0
916754,506682,1141,Talla 38,1,"47,53 €",30%
916755,506683,1204,xl,1,"12,35 €",20
916756,506683,1153,39,1,"46,79 €",30
916757,506684,1042,M,1,"49,99 €",0.4
916758,506684,1289,M,1,"22,39 €",30
916759,506684,1396,xl,2,"15,65 €",0.2
916760,506685,1205,Talla L,1,"13,61 €",20%
916761,506685,1365,L,1,"27,56 €",20%
916762,506686,1394,M,1,"26,56 €",30%
916763,506686,1252,XS,2,"33,85 €",20%
916764,506687,1148,39,1,"36,02 €",0
916765,506687,1076,M,1,"47,04 €",0.0
916766,506687,1097,40,2,"45,52 €",10
916767,506687,1043,xl,1,"54,13 €",0%
916768,506688,1042,S,1,"49,99 €",0.4
916769,506688,1022,XL,1,"36,94 €",0.2
916770,506689,1284,M,2,"20,70 €",0.3
916771,506689,1084,l,1,"59,12 €",0.2
916772,506689,1094,39,1,"61,63 €",0.3
916773,506690,1134,40,2,"31,21 €",20%
916774,506691,1042,L,1,"49,99 €",40%
916775,506691,1315,M,1,"32,56 €",50%
916776,506691,1262,M,3,"36,87 €",0.3
916777,506692,1045,S,1,"57,82 €",0.2
916778,506692,1203,L,1,"19,01 €",0.0
916779,506693,1197,M,1,"14,87 €",0.2
916780,506694,1082,M,1,"49,65 €",20%
916781,506695,1017,L,1,"33,77 €",20
916782,506696,1282,Talla M,1,"36,05 €",0.2
916783,506696,1335,S,1,"70,30 €",30%
916784,506696,1204,Talla L,2,"12,35 €",50%
916785,506696,1238,Talla L,1,"36,15 €",30%
916786,506697,1109,Talla 39,1,"76,92 €",0.2
916787,506697,1123,37,1,"77,67 €",20
916788,506697,1013,M,1,"31,03 €",0.0
916789,506697,1038,L,1,"27,52 €",0.0
916790,506697,1156,42,1,"56,23 €",0%
916791,506698,1345,S,1,"85,68 €",0.1
916792,506698,1264,Talla M,1,"44,81 €",20%
916793,506699,1315,M,1,"32,56 €",0
916794,506699,1272,Talla XS,1,"29,98 €",0%
916795,506699,1315,Talla L,1,"32,56 €",0.0
916796,506699,1242,S,1,"38,06 €",0.0
916797,506699,1002,M,1,"27,23 €",0.0
916798,506700,1176,L,1,"23,41 €",0.0
916799,506700,1095,38,1,"41,57 €",20
916800,506700,1185,Talla M,1,"21,81 €",0.1
916801,506700,1328,XL,1,"51,49 €",30
916802,506701,1053,XS,2,"38,51 €",20
916803,506701,1144,36,1,"75,61 €",0.2
916804,506701,1229,L,1,"38,72 €",0.0
916805,506702,1378,S,1,"21,35 €",20%
916806,506702,1388,xl,1,"15,95 €",0.2
916807,506703,1342,Talla XL,2,"54,22 €",0%
916808,506704,1282,L,1,"36,05 €",40%
916809,506704,1181,M,1,"24,51 €",20%
916810,506705,1157,38,1,"47,95 €",0%
916811,506706,1144,36,1,"75,61 €",0.1
916812,506706,1065,L,1,"49,52 €",0.1
916813,506707,1315,M,1,"32,56 €",0.0
916814,506707,1256,M,1,"30,08 €",10%
916815,506707,1138,Talla 39,1,"48,26 €",20%
916816,506707,1103,37,1,"62,95 €",20
916817,506708,1012,XL,1,"40,99 €",0.3
916818,506708,1237,XL,2,"35,53 €",20
916819,506709,1184,M,1,"14,15 €",0.2
916820,506710,1070,l,1,"27,27 €",30
916821,506710,1134,41,1,"31,21 €",0.1
916822,506710,1335,M,1,"70,30 €",20%
916823,506711,1359,L,1,"29,93 €",0
916824,506711,1252,M,1,"33,85 €",0.1
916825,506711,1385,L,1,"28,77 €",0%
916826,506712,1211,XS,1,"12,54 €",0.4
916827,506713,1045,M,1,"57,82 €",30%
916828,506713,1252,L,1,"33,85 €",10
916829,506713,1393,Talla S,2,"13,58 €",30%
916830,506713,1024,xs,2,"56,24 €",20%
916831,506713,1292,Talla L,1,"32,80 €",0.1
916832,506714,1161,M,1,"23,07 €",30
916833,506714,1204,Talla M,1,"12,35 €",0.1
916834,506714,1245,XS,1,"40,31 €",40%
916835,506715,1365,XS,1,"27,56 €",30%
916836,506716,1069,M,1,"29,38 €",30%
916837,506716,1225,Talla XL,2,"39,08 €",10%
916838,506716,1053,M,1,"38,51 €",50
916839,506716,1204,M,1,"12,35 €",40%
916840,506716,1018,L,2,"45,78 €",10
916841,506717,1285,L,1,"39,82 €",20%
916842,506717,1115,42,1,"64,90 €",20%
916843,506718,1042,M,1,"49,99 €",40
916844,506718,1015,M,1,"33,85 €",0.4
916845,506718,1176,m,1,"23,41 €",30
916846,506718,1161,l,1,"23,07 €",0.4
916847,506719,1353,XL,1,"13,83 €",0.1
916848,506719,1315,M,1,"32,56 €",20%
916849,506719,1281,L,1,"34,30 €",0.2
916850,506719,1170,M,1,"12,32 €",20
916851,506719,1191,M,1,"20,63 €",20%
916852,506720,1094,37,1,"61,63 €",0.1
916853,506720,1056,XS,1,"39,14 €",30%
916854,506721,1129,41,1,"73,51 €",0.2
916855,506721,1057,S,1,"28,72 €",0.2
916856,506721,1204,M,1,"12,35 €",0.1
916857,506722,1146,40,1,"34,21 €",0
916858,506722,1362,M,1,"26,07 €",0
916859,506722,1376,L,1,"26,99 €",0
916860,506722,1353,XL,1,"13,83 €",0.0
916861,506723,1315,M,1,"32,56 €",30%
916862,506723,1319,S,1,"30,13 €",0.3
916863,506723,1197,M,1,"14,87 €",0.0
916864,506724,1107,Talla 37,1,"55,33 €",0.2
916865,506724,1389,l,1,"21,34 €",0.1
916866,506724,1292,S,1,"32,80 €",0.1
916867,506724,1292,M,1,"32,80 €",30%
916868,506724,1386,XL,1,"32,98 €",0.3
916869,506725,1047,Talla M,1,"27,30 €",0.1
916870,506725,1316,Talla L,2,"43,89 €",20
916871,506725,1291,Talla L,1,"28,71 €",0.1
916872,506725,1232,L,1,"26,48 €",0.1
916873,506726,1204,M,1,"12,35 €",0.3
916874,506727,1283,XS,1,"24,64 €",20%
916875,506728,1013,M,1,"31,03 €",0%
916876,506729,1036,S,1,"51,15 €",20%
916877,506729,1204,M,1,"12,35 €",10
916878,506730,1221,M,3,"28,31 €",20%
916879,506731,1042,XL,1,"49,99 €",40%
916880,506731,1284,XS,1,"20,70 €",0.3
916881,506731,1203,M,2,"19,01 €",0.3
916882,506732,1317,XL,2,"27,13 €",0%
916883,506732,1074,s,3,"27,23 €",20
916884,506733,1200,L,1,"21,79 €",0.5
916885,506733,1252,S,1,"33,85 €",0.3
916886,506734,1308,XS,1,"36,22 €",30
916887,506734,1153,39,1,"46,79 €",0.3
916888,506735,1385,S,1,"28,77 €",0.0
916889,506736,1042,XL,3,"49,99 €",40
916890,506736,1325,L,2,"46,91 €",0.0
916891,506737,1143,38,1,"54,97 €",30
916892,506737,1341,M,2,"40,01 €",0%
916893,506738,1205,L,2,"13,61 €",0.0
916894,506738,1048,L,1,"36,45 €",0.1
916895,506738,1164,M,1,"18,58 €",0%
916896,506738,1084,L,1,"59,12 €",0
916897,506739,1069,XL,1,"29,38 €",10%
916898,506740,1013,Talla L,1,"31,03 €",0.1
916899,506741,1130,39,1,"73,00 €",40
916900,506742,1134,37,1,"31,21 €",0.2
916901,506742,1034,S,1,"42,28 €",0.1
916902,506742,1038,l,1,"27,52 €",0.5
916903,506742,1173,XL,2,"22,99 €",40%
916904,506743,1290,M,1,"23,54 €",20%
916905,506743,1098,38,1,"38,24 €",0.0
916906,506743,1390,XL,1,"19,91 €",0
916907,506743,1391,L,1,"13,83 €",0
916908,506744,1181,Talla L,1,"24,51 €",50%
916909,506745,1042,M,2,"49,99 €",0.4
916910,506746,1042,Talla M,1,"49,99 €",40%
916911,506747,1029,L,1,"31,92 €",0.0
916912,506748,1193,S,1,"20,23 €",0.1
916913,506748,1367,L,1,"13,47 €",10%
916914,506749,1273,M,1,"32,69 €",0.0
916915,506749,1049,xl,1,"47,10 €",0%
916916,506750,1345,XS,1,"85,68 €",0.4
916917,506750,1347,L,1,"80,46 €",20%
916918,506750,1379,XL,1,"31,72 €",10%
916919,506750,1203,m,1,"19,01 €",0.3
916920,506751,1274,S,1,"39,02 €",0.0
916921,506752,1181,XL,1,"24,51 €",30%
916922,506752,1036,S,2,"51,15 €",20%
916923,506752,1389,Talla M,1,"21,34 €",30
916924,506753,1342,XS,1,"54,22 €",0.3
916925,506753,1315,Talla XL,1,"32,56 €",50
916926,506754,1147,37,1,"30,45 €",50%
916927,506755,1345,Talla L,1,"85,68 €",0%
916928,506755,1292,M,1,"32,80 €",20
916929,506756,1195,S,1,"18,13 €",20%
916930,506756,1094,Talla 40,1,"61,63 €",0.2
916931,506756,1096,40,1,"53,68 €",0.3
916932,506756,1191,S,1,"20,63 €",20%
916933,506757,1115,39,1,"64,90 €",30%
916934,506757,1165,L,1,"13,35 €",40%
916935,506757,1388,XS,2,"15,95 €",0%
916936,506758,1013,m,1,"31,03 €",0.4
916937,506758,1163,M,1,"22,89 €",0.1
916938,506758,1396,M,1,"15,65 €",0.0
916939,506759,1327,XL,1,"77,26 €",20%
916940,506759,1013,Talla XL,1,"31,03 €",10%
916941,506759,1204,L,1,"12,35 €",0.5
916942,506760,1134,37,1,"31,21 €",20
916943,506761,1366,S,1,"26,15 €",50%
916944,506761,1103,40,1,"62,95 €",20
916945,506761,1160,39,2,"65,05 €",20
